label,run_dir,task,block,step,loss,g_mean,g_frac>0.5,lr,g_b0_Q1,g_b0_Q2,g_b0_Q3,g_b0_Q4
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,copy,0,740,5.705826759338379,0.5911060571670532,0.82421875,0.000194437219761312,0.6530840396881104,0.5761165618896484,0.5599467754364014,0.5752766728401184
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,copy,0,860,5.685736656188965,0.953117847442627,1.0,0.0001710920623736456,0.9662548899650574,0.952501654624939,0.9475473761558533,0.9461674094200134
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,60,2.0085372924804688,0.00357423210516572,0.002106741536408663,0.00019889195391442627,0.002541224705055356,0.00366254267282784,0.005343066528439522,0.00278592761605978
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,90,1.6164859533309937,0.006112248636782169,0.005347593687474728,0.00018281153461430222,0.021557394415140152,0.00259188748896122,0.0005392119637690485,0.00014938270032871515
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,110,1.6309051513671875,0.00018889395869337022,0.0,0.00016290067287627608,0.00011770749551942572,0.00017285118519794196,0.00010967674461426213,0.00035155759542249143
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,140,1.8059606552124023,0.08407066762447357,0.0022865852806717157,0.00012407910253386945,0.03758435696363449,0.06851289421319962,0.07846719026565552,0.15171824395656586
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,150,2.1549925804138184,0.09852800518274307,0.0009124087519012392,0.00011000000085914508,0.0465673953294754,0.0640036091208458,0.10680742561817169,0.17449915409088135
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,170,1.5313966274261475,0.15481044352054596,0.05866425856947899,8.218846778618172e-05,0.03609417378902435,0.07898887991905212,0.20928095281124115,0.29287680983543396
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,180,1.5627490282058716,0.14621038734912872,0.02297794073820114,6.914085679454729e-05,0.048146963119506836,0.09886830300092697,0.1949651688337326,0.24286113679409027
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,200,1.5528713464736938,0.0999630019068718,0.010937499813735485,4.636039011529647e-05,0.06444820761680603,0.06784199923276901,0.10486403852701187,0.16269776225090027
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,210,1.5869706869125366,0.21888823807239532,0.06796874850988388,3.718847074196674e-05,0.12293491512537003,0.17498484253883362,0.22065973281860352,0.35697346925735474
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,250,1.7638945579528809,0.11202315241098404,0.033088237047195435,0.00019999999494757503,0.04378659278154373,0.08999989926815033,0.12173466384410858,0.18660487234592438
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,260,1.7098137140274048,0.05632535740733147,0.008283132687211037,0.00019972256268374622,0.013565347529947758,0.027891917154192924,0.04847771301865578,0.1316901296377182
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,340,1.5392111539840698,0.21453659236431122,0.13708458840847015,0.00017843653040472418,0.04760493338108063,0.173389732837677,0.2916068136692047,0.3409210741519928
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,360,1.3746473789215088,0.21329204738140106,0.14423076808452606,0.00016845032223500311,0.052059438079595566,0.1429249793291092,0.2595440745353699,0.3907525837421417
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,370,1.3245686292648315,0.15046095848083496,0.05050504952669144,0.00016290067287627608,0.09932772815227509,0.10686500370502472,0.16486230492591858,0.2218635231256485
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,430,1.5039072036743164,0.07819035649299622,0.01076554972678423,0.00012407910253386945,0.03202269598841667,0.04405693709850311,0.07129829376935959,0.1637383997440338
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,450,1.4213262796401978,0.24683550000190735,0.1676829308271408,0.00011000000085914508,0.07791644334793091,0.14503000676631927,0.27946722507476807,0.480349600315094
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,470,1.9126521348953247,0.5771840810775757,0.5378184914588928,9.59208991844207e-05,0.20819500088691711,0.5160563588142395,0.7620734572410583,0.8162808418273926
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,510,1.5877909660339355,0.16527727246284485,0.010135135613381863,6.914085679454729e-05,0.10468841344118118,0.12746916711330414,0.19083142280578613,0.23083579540252686
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,550,1.4602974653244019,0.13734909892082214,0.07299269735813141,4.636039011529647e-05,0.052555497735738754,0.0766153335571289,0.1698998659849167,0.24709777534008026
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,560,1.306597352027893,0.4734917879104614,0.4701492488384247,4.1563464037608355e-05,0.2409108281135559,0.409760057926178,0.576573371887207,0.6629339456558228
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,580,1.4811248779296875,0.1861310750246048,0.08653846383094788,3.3262385841226205e-05,0.07956601679325104,0.10692039132118225,0.1788952648639679,0.3639048933982849
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,590,1.313058614730835,0.26475805044174194,0.1859452724456787,2.9809412808390334e-05,0.10711861401796341,0.22946429252624512,0.3428770899772644,0.37732094526290894
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,600,1.0938665866851807,0.4812157154083252,0.48696523904800415,2.685084291442763e-05,0.18797384202480316,0.4388595521450043,0.6242793798446655,0.6696966290473938
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,620,1.424275517463684,0.3911910057067871,0.3794788122177124,2.248670716653578e-05,0.14478625357151031,0.2946394979953766,0.4834126830101013,0.632404088973999
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,640,1.2730495929718018,0.2896328866481781,0.21534089744091034,2.0277440853533335e-05,0.11611047387123108,0.1882428526878357,0.3173345923423767,0.5368435978889465
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,690,1.6779435873031616,0.4850541055202484,0.4903017282485962,0.00019889195391442627,0.22713907063007355,0.4360910654067993,0.5814765095710754,0.6955099701881409
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,700,1.5556268692016602,0.44302859902381897,0.3595297038555145,0.00019827067444566637,0.1742599457502365,0.3474311828613281,0.5422621965408325,0.6979638338088989
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,720,1.5886937379837036,0.24366575479507446,0.1096014529466629,0.0001966209674719721,0.105523981153965,0.16149400174617767,0.26337167620658875,0.4331285059452057
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,hf,0,750,4.139598846435547,0.8289356827735901,0.9399038553237915,0.00019314915698487312,0.6987188458442688,0.793175458908081,0.8867822289466858,0.9370661377906799
